fig_num,name,num_parts
fig-008581,"Man, Blue Jacket with Zipper, Blue Legs, Black Hair, Sunglasses",4
fig-008582,"Man, Red Overalls, Red Cap",4
fig-008583,"Man, Blue Jacket with Zipper, Blue Legs, Blue Helmet",4
fig-008584,"Man, White and Blue Striped Shirt, White Legs, Red Cap",4
fig-008585,"Racer, White Jacket with 2 Stars, Red Cap, Sunglasses",4
fig-008586,"Racer, Blue Jacket with Octan Logo, Blue Legs, Blue Cap",4
fig-008587,"Racer, White Jacket with Octan Logo and 'RACE' and 'TEAM', White Helmet with Stripes and Visor, Moustache",5
fig-008588,"Racer, Red Jacket with Octan Logo and 'RACING', Red Legs, Red Cap, Sunglasses",4
fig-008589,"Woman, White Shirt with Pockets, Red Legs, Black Hair",4
fig-008590,"Racer, White Jacket with Octan Logo and 'RACE' and 'TEAM', White Legs, White Cap, Moustache",4
fig-008591,"Coast Guard, Light Gray Jacket with Zipper and Badge, Blue Cap, Sunglasses",4
fig-008592,"Racer, White Jacket with 2 Stars, Red Helmet with Stars and Visor, Yellow Life Vest, Sunglasses",6
fig-008593,"Man, White Tank Top with Windsurfer, Yellow Legs, Blue Cap, Yellow Life Vest, Moustache",5
fig-008594,"Racer, Red Jacket with 'RACING' and '1', Black Helmet with Visor, Sunglasses",5
fig-008595,"Racer, Red Jacket with 'RACING' and '1', Red Cap, Sunglasses",4
fig-008596,"Racer, Blue Jacket with 'TEAM 5', Blue Helmet with Visor, Sunglasses",5
fig-008597,"Racer, Blue Jacket with 'TEAM 5', Red Helmet with Visor, Sunglasses",5
fig-008598,"Racer, White Jacket with Zipper, Red Helmet with Visor",5
fig-008599,"Racer, Black Jacket with Zipper, Black Helmet with Visor (3626b Head)",5
fig-008600,"Racer, White Jacket with Zipper, Blue Helmet with Visor",5
fig-008601,"Man, Brown Jacket, Light Gray Legs, Black Hair, Blue Sunglasses",4
fig-008602,"Man, Open Black Jacket over Red Shirt, Black Legs, Black Hair, Eyebrows",4
fig-008603,"Man, Black Torso with Yellow Arms, White Legs, White Cap, Sunglasses",4
fig-008604,"Man, White Jacket with Zipper, Black Legs, Blue Cap",4
fig-008605,"Man, Black Torso with Yellow Arms, Light Gray Legs, Black Hair, Sunglasses",4
fig-008606,"Woman, Red and White Striped Tank Top, Blue Legs, Black Hair",4
fig-008607,"Man, Black Suit and Bow Tie, White Cap",4
fig-008608,"Man, White Torso with Red and Blue Stripes, White Legs, Red Helmet with Visor",5
fig-008609,"Man, Green Jacket, Blue Legs, Red Cap, Blue Sunglasses",4
fig-008610,"Man, Red Vest with Zipper, Red Legs, White Cap",4
fig-008611,"Man, White Top with Large Octan Logo, Green Legs, Black Hair",4
fig-008612,"Racer, White Shirt with Two Stripes and 'S', White Legs, Red Cap",4
fig-008613,"Racer, Red Jacket with 2 Stars, Black Cap, Sunglasses",4
fig-008614,"Racer, Blue Jacket with Octan Logo, Blue Legs, Blue Helmet with Visor",5
fig-008615,"Man, Open White Vest over Blue and Green Striped Shirt, Black Legs, Black Hair",4
fig-008616,"Racer, Red Jacket with Octan Logo and 'RACING', Blue Helmet with Stars and Visor, Sunglasses",5
fig-008617,"Racer, Blue Jacket with Octan Logo, Blue Legs, Red Cap",4
fig-008618,"Racer, White Jacket with Zipper and Octan Logo, Black Helmet with Visor, Blue Sunglasses and Moustache",5
fig-008619,"Pilot, Dark Blue Suit with Airplane Badge, Black Hat",4
fig-008620,"Man, Black Tank Top with Yellow Arms, Brown Legs, Dark Gray Hat",4
fig-008621,"Man, Blue Jacket over White Sweater, Black Hat, Beard",4
fig-008622,"Coast Guard, Orange Jumpsuit with Zipper, Radio, and Badge, Dark Gray Helmet with Visor, Silver Sunglasses",5
fig-008623,"Coast Guard, Orange Jumpsuit with Zipper, Radio, and Badge, Black Hair",4
fig-008624,"Coast Guard, Orange Jumpsuit with Zipper, Radio, and Badge, Dark Blue Cap, Dark Blue Vest",5
fig-008625,"Doctor, White Shirt with Stethoscope and Side Buttons, Black Hair, Glasses",4
fig-008626,"Coast Guard, Orange Jumpsuit with Zipper, Radio, and Badge, Dark Bluish Gray Hands, Dark Bluish Gray Helmet with Visor, Silver Sunglasses",5
fig-008627,"Coast Guard, Orange Jumpsuit with Zipper, Radio, and Badge, Dark Bluish Gray Hands, Dark Bluish Gray Helmet with Visor, Orange Sunglasses",5
fig-008629,"Coast Guard, Orange Jumpsuit with Zipper, Radio, and Badge, Dark Gray Hands, Dark Bluish Gray Helmet with Visor, Silver Sunglasses",5
fig-008630,"Coast Guard, Orange Jumpsuit with Zipper, Radio, and Badge, Dark Gray Hands, Dark Bluish Gray Helmet with Visor, Orange Sunglasses",5
fig-008631,"Timmy, Short Black Legs, Red Cap",4
fig-008632,"Woman, White Shirt with Pockets, Red Legs, Dark Orange Hair",4
fig-008633,"Man, Black Vest over White Shirt with Tie, Dark Red Legs, Dark Red Hat, Moustache",4
fig-008634,"Chef, Woman, Red Neckerchief, Dark Red Legs, Black Hair",4
fig-008635,"Mechanic, Blue Jacket with Octan Logo, Dark Blue Legs, Blue Cap",4
fig-008636,"Mechanic, Blue Jacket with Octan Logo, Dark Bluish Gray Legs, Blue Hat, Stubble",4
fig-008637,"Man, Dark Blue Plaid Shirt, Light Bluish Gray Legs, Reddish Brown Hair",4
fig-008638,"Man, White Tank Top with Windsurfer, Blue Legs, Red Cap, Glasses",4
fig-008639,"Groom, Black Suit, Black Top Hat",4
fig-008640,"Bride, White Dress with 3 Flowers",4
fig-008641,"Coast Guard, Woman, Blue Jacket with Zipper and ID Badge. Black Hair",4
fig-008642,"Coast Guard, Woman, Blue Jacket with Zipper and ID Badge. Blue Cap, Yellow Life Vest",5
fig-008643,"Coast Guard, Blue Jacket with Zipper and ID Badge. White Helmet with Visor, Headset",5
fig-008644,"Coast Guard Diver, Blue Jacket with Zipper and ID Badge. White Helmet with Mask, Blue Sunglasses",6
fig-008645,"Coast Guard, Blue Jacket with Red Tie and ID Badge, Black Hair, Moustache",4
fig-008646,"Construction Worker, Blue Jacket with Zipper and Bulldozer Badge, Blue Legs, Red Cap, Moustache",4
fig-008647,"Pilot, Blue Jacket with Plane Logo and ID Badge, Dark Gray Helmet with Visor",5
fig-008648,"Cargo Worker, Green Jacket with Pocket, Red Hard Hat, Sunglasses",4
fig-008649,"Cargo Worker, White Shirt with Tie, Black Hair",4
fig-008650,"Racer, Woman, Green and White Outfit with Crocodile, Green Helmet with Flames and Visor",5
fig-008651,"Racer, Red and White Outfit with Scorpion, Black Helmet with Visor with Antenna",5
fig-008652,"Man, Black Vest over White Shirt with Tie, Dark Gray Legs, Black Cap, Moustache",4
fig-008653,"Astronaut, Woman, White, Light Gray Hips, Helmet with Breastplate and Large Chrome Gold Visor, Headset",5
fig-008654,"Space Port Ground Crew, Red Jumpsuit, White Hard Hat, Headset and Glasses",4
fig-008655,"Space Port Ground Crew, Red Jumpsuit, Red Cap, Headset and Glasses",4
fig-008656,"Fireman, Light Gray Fire Suit with Gauge and Pocket, White Helmet with Visor, Breathing Apparatus, Airtanks, Moustache",7
fig-008657,"Astronaut, White, Light Gray Hips, Helmet with Large Chrome Gold Visor, Rocket Pack, Headset",6
fig-008658,"Launch Command Ground Crew, Blue Jumpsuit, Red Cap, Headset",4
fig-008659,"Launch Command Pilot, Blue Jumpsuit, Red Helmet with Visor, Headset",5
fig-008660,"Astronaut, White, Helmet with Large Chrome Gold Visor, Headset",5
fig-008661,"Launch Command Ground Grew, White Jacket, Black Hair, Moustache and Glasses",4
fig-008662,"Man, Green Jacket, Black Legs, Black Cap, Sunglasses",4
fig-008663,"Banker, Light Gray Jacket with Badge and Tie, Black Legs, White Hat, Moustache",4
fig-008664,"Man, Open Black Jacket over Red Shirt, Blue Legs, Red Cap",4
fig-008665,"Man, Green Jacket, Light Gray Legs, Blue Cap, Sunglasses",4
fig-008666,"Policeman, Black Vest with Badge and Pockets, Black Cap with 'POLICE', Sunglasses",4
fig-008667,"Policeman, Black Jacket with Zipper and Badge, White Helmet with 'POLICE' and Black Visor, Sunglasses",5
fig-008668,"Mechanic, Woman, Red Overalls, Red Cap",4
fig-008669,"Fireman, Black Fire Jacket with Red Belt and Badge, Black Hair, Moustache",4
fig-008670,"Policewoman, Black Jacket with Zipper and Badge, White Helmet with Trans-Dark Blue Visor",5
fig-008671,"Man, Brown Jacket, Light Gray Legs, Black Hair, Sunglasses",4
fig-008672,"Mechanic, Woman, Red Overalls, Green Cap",4
fig-008673,"Mechanic, Red Overalls, Green Cap, Printed Hair",4
fig-008674,"Mechanic, Red Jacket with Zipper, Black Hair, Moustache",4
fig-008675,"Man, White Shirt with Pockets, Blue Legs, Black Hair",4
fig-008676,"Man, Open White Vest over Blue and Green Striped Shirt, Light Gray Legs, Black Cap",4
fig-008677,"Man, Green Jacket, Green Legs, Black Cap, Sunglasses",4
fig-008678,"Racer, White Jacket with Zipper, Red Helmet with Stars and Visor, Blue Sunglasses",5
fig-008679,"Man, Green Jacket with Zipper and Octan Logo, Red Cap",4
fig-008680,"Man, Black Tank Top with Yellow Arms, Red Legs, Black Hair, Sunglasses",4
fig-008681,"Woman, White Shirt with Pockets, Blue Legs, Brown Hair",4
fig-008682,"Woman, White Shirt with Shell Logo, Red Cap",4
fig-008683,"Man, Open Black Jacket over Red Shirt, Light Gray Legs, Brown Hair",4
fig-008684,"Woman, Blue and White Jogging Suit, Red Hair",4
fig-008685,"Man, Red Riding Jacket, Light Gray Legs, Black Hard Hat",4
fig-008686,"Woman, Pink Top with Horse, Light Gray Legs, Red Hair",4
fig-008687,"Woman, White Shirt with Palm Tree and Horse, Yellow Legs, Black Hair",4
fig-008688,"Waiter, Black Vest over White Shirt with Bowtie, Light Gray Legs, Black Hair, Moustache",4
fig-008689,"Woman, Pink Top with Spots, White Legs, Brown Hair - Open Mouth",4
fig-008690,"Man, Red and White Striped Swimsuit, White Cap",4
fig-008691,"Woman, White Top with Desert Island, Yellow Legs, Red Hair",4
fig-008692,"Man Blue and White Striped Swimsuit, Blue Cap, Moustache",4
fig-008693,"Woman, Tied Pink Tank Top with Flowers, Yellow Legs, Black Hair",4
fig-008694,"Man, Blue and White Striped Swimsuit, Brown Hair, Yellow Life Vest, Moustache",5
fig-008695,"Woman, Red Swimsuit, Black Hair - Open Mouth",4
fig-008696,"Woman, White Swimsuit with Desert Island and Dolphin, Black Hair",4
fig-008697,"Man, White Tank Top with Windsurfer, Yellow Legs, Blue Cap, Moustache",4
fig-008698,"Man, White Tank Top with Windsurfer, Blue Legs, Blue Cap, Moustache",4
fig-008699,"Woman, White Swimsuit with Desert Island and Dolphin, Red Hair",4
fig-008700,"Woman, Pink Top with Lace Collar, Yellow Legs, Black Hair",4
fig-008701,"Woman, Tied Pink Tank Top with Flowers, Pink Legs, Brown Hair",4
fig-008702,"Man, White Tank Top with Windsurfer, Yellow Legs, Black Hair, Moustache",4
fig-008703,"Woman, Pink Swimsuit with Lace Collar, Yellow Life Vest, Brown Hair",5
fig-008704,"Woman, Red Riding Jacket, Black Legs, Brown Hair",4
fig-008705,"Man, Blue and White Striped Tank Top, Black Hard Hat, Moustache",4
fig-008706,"Woman, Tied Pink Tank Top with Flowers, Yellow Legs, Brown Hair",4
fig-008707,"Man, Black Torso with Yellow Arms, White Legs, Brown Hair, Sunglasses",4
fig-008708,"Woman, White Top with Desert Island, Yellow Legs, Black Hair",4
fig-008709,"Woman, Pink Top with Spots, Yellow Legs, Brown Hair - Open Mouth",4
fig-008710,"Woman, Tied Pink Tank Top with Flowers, Yellow Legs, White Cap",4
fig-008711,"Man, White Tank Top with Windsurfer, White Legs, Blue Cap, Moustache",4
fig-008712,"Woman, Pink Top with Spots, Yellow Legs, Brown Hair, Yellow Life Vest",5
fig-008713,"Man, White Top with Desert Island, Light Gray Legs, Blue Cap",4
fig-008714,"Man, White Tank Top with Windsurfer, Yellow Legs, Brown Hair, Moustache",5
fig-008715,"Woman, Pink Top with Spots, White Legs, White Cap",4
fig-008716,"Woman, Tied Pink Tank Top with Flowers, Yellow Legs, Red Hair",4
fig-008717,"Man, Blue and White Striped Tank Top, Light Gray Cowboy Hat, Moustache",4
fig-008718,"Man, Green Jacket, Green Legs, Red Cap, Sunglasses",4
fig-008719,"Woman, Blue Top with TV Logo, White Legs, Black Hair",4
fig-008720,"Man, Green Jacket, Green Legs, White Cap, Sunglasses",4
fig-008721,"Man, Open Black Jacket over Red Shirt, Black Legs, Blue Cap",4
fig-008722,"Woman, Black Vest over Red Top, Blue Legs, Black Hair",4
fig-008723,"Man, Blue Jacket with Tie and Three Buttons, Red Legs, Red Hat",4
fig-008724,"Man, Black Vest over Blue Shirt, Black Legs, Black Hair",4
fig-008725,"Man, Plain Blue, Red Hat",4
fig-008726,"Man, Red Overalls, White Cap",4
fig-008727,"Woman, Blue and White Stripe Shirt, White Legs, Brown Hair",4
fig-008728,"Man, Black Overalls, White Hard Hat",4
fig-008729,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, White Hard Hat",4
fig-008730,"LEGOLAND Black, Top Hat",4
fig-008731,"Knight, Blue Torso, Black Legs, Dark Gray Helmet",4
fig-008732,"Chef, Red Neckerchief, White Legs, Top Hat",4
fig-008733,"Woman, White Shirt with Gold Necklace, Red Legs, Black Hair",4
fig-008734,"Man, Blue Vest over White Shirt, Top Hat",4
fig-008735,"Man, Black Vest over Red Shirt, Red Legs, Brown Hair",4
fig-008736,"Man, Blue Suit with Tie and Three Buttons, Blue Hat",4
fig-008737,"Man, Black Jacket over Red Shirt, Light Gray Legs, Brown Hair (3626a Head)",4
fig-008738,"Man, Black Shirt with Buttons and Pockets, Black Legs, White Hat",4
fig-008739,"Man, Red Jacket with Zipper, Red Legs, White Hat",4
fig-008740,"Woman, Plain Black Torso, Blue Legs, Black Hair",4
fig-008741,"Man, Plain Black, Black Cowboy Hat",4
fig-008742,"Woman, White Top with Red Necklace, Blue Legs, Black Hair (3626a Head)",4
fig-008743,"Man, Black Vest over Blue Shirt, Black Legs, Brown Hair",4
fig-008744,"Man, White Shirt with Two Stripes and 'S', Red Legs, White Helmet with Visor",5
fig-008745,"Fireman, Light Gray Fire Suit with Gauge and Pocket, Dark Gray Helmet with Breathing Apparatus, Moustache",5
fig-008746,"Ground Crew, Blue Jumpsuit with Plane and ID Badge, White Helmet, Breathing Apparatus with Visor, Airtanks",7
fig-008747,"Man, White and Red Striped Shirt, Red Legs, Red Cap",4
fig-008748,"Woman, White Top with Large Red Stripe and 2 Blue Stripes, White Legs, Black Hair",4
fig-008749,"Man, Black Overalls, Light Gray Cap",4
fig-008750,"Man, Blue Jacket with Highway Logo, Blue Legs, White Cap",4
fig-008751,"Man, Blue Jacket with Tie and Three Buttons, Black Legs, Black Cowboy Hat",4
fig-008752,"Man, Red Jacket with Zipper, Blue Legs, Red Hard Hat",4
fig-008753,"Chef, Red Neckerchief, Black Legs (3626a Head)",4
fig-008754,"Man, Black Jacket with Zipper, Brown Hair",4
fig-008755,"Woman, White Shirt with Gold Necklace, Red Legs, Black Hair (3626b Head)",4
fig-008756,"Policeman, Black Suit with Badge, Black Hat (3626b Head)",4
fig-008757,"Chef, Red Neckerchief, Black Legs (3626b Head)",4
fig-008758,"Man, Red Jacket with Zipper, Blue Legs, Red Hard Hat (3626b Head)",4
fig-008759,"Man, Blue Shirt with Buttons and Pockets, Black Legs, Red Hard Hat (3626b Head)",4
fig-008760,"Man, Blue Shirt, Blue Legs, Red Hard Hat (3626b Head)",4
fig-008761,"Man, Blue Jacket with Tie and Three Buttons, Black Legs, Black Cowboy Hat (3626b Head)",4
fig-008762,"Racer, White Shirt with Two Stripes and 'S', Black Legs, Red Helmet",4
fig-008763,"Woman, White Top with Large Red Stripe and 2 Blue Stripes, Red Legs, Red Hair",4
fig-008764,"Man, Blue Overalls, Black Hat",4
fig-008765,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, Black Hair",4
fig-008766,"Woman, Plain Blue, Brown Hair",4
fig-008767,"Postal Worker, Red Shirt with Horn Logo, Red Legs, Red Helmet",4
fig-008768,"Woman, Red and White Striped Shirt, Blue Legs, Brown Hair",4
fig-008769,Bride,6
fig-008770,Viking Woman,6
fig-008771,Actor,5
fig-008772,Alien Villainess,7
fig-008773,Forest Maiden,4
fig-008774,Fortune Teller,4
fig-008775,Hollywood Starlet,4
fig-008776,Fairytale Princess,4
fig-008777,Wizard,7
fig-008778,"Knight (Knights Kingdom II) - Danju, Geometric Pattern",6
fig-008779,Evil Wizard,6
fig-008780,"Knight (Knights Kingdom II) - Dracus, Angry",5
fig-008781,"Knight (Knights Kingdom II) - Dracus, Sad",5
fig-008782,"Knight (Knights Kingdom II) - Hero, Black Beard",5
fig-008783,"Knight (Knights Kingdom II) - Hero, Smile",5
fig-008784,"Knight (Knights Kingdom II) - Hero, Dark Gray Beard",5
fig-008785,"Knight (Knights Kingdom II) - Hero, Light Gray Beard",5
fig-008786,Spider Lady,6
fig-008787,"Baby - Bright Light Blue Body, Bib",2
fig-008788,Babysitter (CMF),4
fig-008789,Ice Queen,7
fig-008790,Elf-Girl,4
fig-008791,Bucky Barnes / Winter Soldier,4
fig-008792,Tony Stark - Silver Cameo,4
fig-008793,War Machine,10
fig-008794,Wong,3
fig-008795,Viking (CMF),6
fig-008796,Pinata Boy (CMF),6
fig-008797,Space Fan (CMF),4
fig-008798,Tournament Knight (CMF),5
fig-008799,80's Musician (CMF),4
fig-008800,Super Warrior (CMF),4
fig-008801,Pajama Girl,4
fig-008802,Green Brick Suit Guy (CMF),4
fig-008803,Sea Rescuer (CMF),7
fig-008804,Athlete (CMF),5
fig-008805, Martial Arts Boy (CMF),4
fig-008806,Llama Costume Girl (CMF),4
fig-008807,Pirate Girl (CMF),5
fig-008808,Peapod Costume Girl (CMF),4
fig-008809,Breakdancer (CMF),4
fig-008810,"Woman, Red Torso with Exxon Logo, Blue Legs, Black Hair",4
fig-008811,"Man, Red Jacket with Zipper and Pockets, Red Legs, White Helmet",4
fig-008812,"Man, White Torso with Shell Logo, Black Legs, White Cap",4
fig-008813,"Man, Green Jumpsuit with Octan Logo, Red Cap",4
fig-008814,"Woman, White Top with Large Octan Logo, Green Legs, Black Hair",4
fig-008815,"Man, Black Jacket over Red Shirt, Black Legs, Black Hair (3626b Head)",4
fig-008816,"Man, White and Blue Striped Shirt, Blue Legs, Black Hair",4
fig-008817,"Woman, Red and White Striped Shirt, Black Legs, Black Hair",4
fig-008818,"Racer, Yellow Shirt with Two Stripes and 'S', Blue Legs, Blue Helmet with Visor",5
fig-008819,"Woman, White Torso with Shell Logo, Blue Legs, Black Hair",4
fig-008820,"Man, White Vest with Truck, Blue Legs, Red Cap (3626b Head)",4
fig-008821,"Woman, Red and White Striped Shirt, White Legs, Black Hair, Yellow Life Vest",5
fig-008822,"Man, Brown Jacket, Black Legs, Black Hat, Yellow Life Vest, Sunglasses",5
fig-008823,"Man, Open Black Jacket over Red Shirt, Light Gray Legs, Helmet and Visor, Yellow Life Vest",7
fig-008824,"Man, Open Black Jacket over Red Shirt, Black Legs, Helmet and Visor",5
fig-008825,"Man, Brown Jacket, Light Gray Legs, Green Cap, Sunglasses",4
fig-008826,"Man, Black Torso, Blue Legs, Blue Cap, Yellow Life Vest",5
fig-008827,"Man, Brown Jacket, Black Legs, Red Cap, Yellow Life Vest, Sunglasses",5
fig-008828,"Man, Green Jacket, Green Legs, Light Gray Cowbot Hat, Yellow Life Vest, Blue Sunglasses",5
fig-008829,"Man, Brown Jacket, Blue Legs, Black Hair, Yellow Life Vest, Blue Sunglasses",5
fig-008830,"Woman, Blue and White Jogging Suit, Blue Cap, Yellow Life Vest",5
fig-008831,"Man, Blue and White Striped Tank Top, Blue Cap, Moustache",4
fig-008832,"Woman, Red Halter Top, Red Legs, Red Hair",4
fig-008833,"Man, Open Black Jacket over Red Shirt, Red Legs, Red Cap",4
fig-008834,"Man, Brown Jacket, Blue Legs, Black Hair, Sunglasses",4
fig-008835,"Man, Green Jacket, Blue Legs, Light Gray Cowboy Hat, Yellow Life Vest, Sunglasses",5
fig-008836,"Woman, Blue and Light Gray Jogging Suit, Light Gray Cowboy Hat, Backpack",5
fig-008837,"Man, Blue Torso, Red Legs, Light Gray Cowboy Hat",4
fig-008838,"Man, Red Jacket with Zipper and Pockets, White Legs, Red Cap",4
fig-008839,"Man, White Torso, Red Legs, Red Cap (3626a Head)",4
fig-008840,"Boat Admiral, Black Suit with Gold Anchor, Yellow Life Vest",5
fig-008841,"Sailor, White Top with Anchor, Red Hard Hat, Yellow Life Vest",5
fig-008842,"Policeman, Black Suit with Badge, White Hat",4
fig-008843,"Policeman, Black Suit with Tie and Badge, White Hat, Yellow Life Vest, Moustache",5
fig-008844,"Policeman, Black Vest with Badge and Pockets, White Cap, Blue Sunglasses",5
fig-008845,"Man, Brown Jacket, Light Gray Legs, Black Hair, Yellow Life Vest, Blue Sunglasses",5
fig-008846,"Policeman, Black Jacket with Zipper and Badge, White Hat, Yellow Life Vest",5
fig-008847,"Man, Blue Overalls, White Cap",4
